"","RNAi.well","ORF","GeneID","public.name","gene.other.ids","Nonv","Vpep","Simmer"
"11001@G10","GHR-11001@G10","Y71H10A.1","WBGene00022199","pfk-1.1","Y71H10A.1, pfk-1.1, pfk-1, CELE_Y71H10A.1",NA,NA,NA
"11001@G11","GHR-11001@G11","F59A2.1","WBGene00003795","npp-9","F59A2.1, npp-9, CELE_F59A2.1",NA,NA,NA
"11001@H01","GHR-11001@H01","F53G2.7","WBGene00018769","mnat-1","F53G2.7, mnat-1, CELE_F53G2.7",NA,NA,NA
"11001@H02","GHR-11001@H02","C09B8.7","WBGene00003911","pak-1","C09B8.7, pak-1, CePAK, CELE_C09B8.7",NA,NA,NA
"11001@H03","GHR-11001@H03","C03D6.3","WBGene00000466","cel-1","C03D6.3, cel-1, CELE_C03D6.3",NA,NA,NA
"11001@H04","GHR-11001@H04","F55C5.8","WBGene00010097","srpa-68","F55C5.8, srpa-68, CELE_F55C5.8",NA,NA,NA
"11001@H05","GHR-11001@H05","Y32F6A.3","WBGene00012528","pap-1","Y32F6A.3, pap-1, CELE_Y32F6A.3",NA,NA,NA
"11001@H06","GHR-11001@H06","W10D5.3","WBGene00001574","gei-17","W10D5.3, gei-17, CELE_W10D5.3",NA,NA,NA
"11001@H07","GHR-11001@H07","Y54E2A.11","WBGene00001225","eif-3.B","Y54E2A.11, eif-3.B, CELE_Y54E2A.11",NA,NA,NA
"11001@H08","GHR-11001@H08","D1081.8","WBGene00008386","cdc-5L","D1081.8, cdc-5L, phi-7, CELE_D1081.8",NA,NA,NA
"11001@H09","GHR-11001@H09","M01E5.5","WBGene00006595","top-1","M01E5.5, top-1, CELE_M01E5.5",NA,NA,NA
"11001@H10","GHR-11001@H10","C38D4.5","WBGene00008006","tag-325","C38D4.5, tag-325, CELE_C38D4.5",NA,NA,NA
"11001@H11","GHR-11001@H11","T14G10.5","WBGene00011775",NA,"T14G10.5, CELE_T14G10.5",NA,NA,NA
"11002@A01","GHR-11002@A01","F58B3.5","WBGene00003415","mars-1","F58B3.5, mars-1, mrs-1, let-65, CELE_F58B3.5",NA,NA,NA
"11002@A02","GHR-11002@A02","R06C7.8","WBGene00000275","bub-1","R06C7.8, bub-1, CELE_R06C7.8",NA,NA,NA
"11002@A03","GHR-11002@A03","F43C1.1","WBGene00009647",NA,"F43C1.1, CELE_F43C1.1",NA,NA,NA
"11002@A04","GHR-11002@A04","K08E4.1","WBGene00005015","spt-5","K08E4.1, spt-5, CELE_K08E4.1",NA,NA,NA
"11002@A06","GHR-11002@A06","Y60A3A.12","WBGene00000499","chk-2","Y60A3A.12, chk-2, cds-1, Ce-chk-2, Ce-cds-1, CELE_Y60A3A.12",NA,NA,NA
"11002@A07","GHR-11002@A07","C47D12.8","WBGene00008140","xpf-1","C47D12.8, xpf-1, him-9, CELE_C47D12.8",NA,NA,NA
"11002@A08","GHR-11002@A08","T27E9.3","WBGene00000407","cdk-5","T27E9.3, cdk-5, CELE_T27E9.3",NA,NA,NA
"11002@A09","GHR-11002@A09","F39H11.3","WBGene00000409","cdk-8","F39H11.3, cdk-8, CELE_F39H11.3",NA,NA,NA
"11002@A10","GHR-11002@A10","F32G8.6","WBGene00000298","cat-4","F32G8.6, cat-4, gtpch-1, CELE_F32G8.6",NA,NA,NA
"11002@A11","GHR-11002@A11","F44E7.2","WBGene00018424",NA,"F44E7.2, CELE_F44E7.2",NA,NA,NA
"11002@A12","GHR-11002@A12","R04B5.5","WBGene00011003",NA,"R04B5.5, CELE_R04B5.5",NA,NA,NA
"11002@B02","GHR-11002@B02","F25H2.13","WBGene00009124","rtel-1","F25H2.13, rtel-1, bch-1, CELE_F25H2.13",NA,NA,NA
"11002@B04","GHR-11002@B04","M106.1","WBGene00003367","mix-1","M106.1, mix-1, let-29, smc-2, CELE_M106.1","Emb",NA,"Emb"
"11002@B05","GHR-11002@B05","M117.3","WBGene00010919",NA,"M117.3, CELE_M117.3",NA,NA,NA
"11002@B06","GHR-11002@B06","Y39H10A.7","WBGene00000498","chk-1","Y39H10A.7, chk-1, Y39H10A.a, CELE_Y39H10A.7",NA,NA,NA
"11002@B07","GHR-11002@B07","F18C5.2","WBGene00006944","wrn-1","F18C5.2, wrn-1, CELE_F18C5.2",NA,NA,NA
"11002@B08","GHR-11002@B08","F32A5.6","WBGene00004198","prx-13","F32A5.6, prx-13, CELE_F32A5.6",NA,NA,NA
"11002@B09","GHR-11002@B09","Y39A1A.12","WBGene00012650","orc-1","Y39A1A.12, orc-1, CELE_Y39A1A.12",NA,NA,NA
"11002@B10","GHR-11002@B10","T01G9.6","WBGene00002196","kin-10","T01G9.6, kin-10, kin-5, CELE_T01G9.6",NA,NA,NA
"11002@B11","GHR-11002@B11","H31G24.4","WBGene00000867","cyb-2.2","H31G24.4, cyb-2.2, CELE_H31G24.4",NA,NA,NA
"11002@B12","GHR-11002@B12","R08C7.2","WBGene00019946","chat-1","R08C7.2, chat-1, CELE_R08C7.2",NA,NA,NA
"11002@C01","GHR-11002@C01","R02D3.1","WBGene00019819",NA,"R02D3.1, CELE_R02D3.1",NA,NA,NA
"11002@C03","GHR-11002@C03","F10C2.4","WBGene00008645",NA,"F10C2.4, CELE_F10C2.4",NA,NA,NA
"11002@C04","GHR-11002@C04","ZK930.1","WBGene00014151","vps-15","ZK930.1, vps-15, CELE_ZK930.1",NA,NA,NA
"11002@C05","GHR-11002@C05","K07G5.2","WBGene00006963","xpa-1","K07G5.2, xpa-1, rad-3, CELE_K07G5.2",NA,NA,NA
"11002@C06","GHR-11002@C06","F46F2.2","WBGene00002203","kin-20","F46F2.2, kin-20, CELE_F46F2.2",NA,NA,NA
"11002@C07","GHR-11002@C07","M03C11.8","WBGene00010845",NA,"M03C11.8, CELE_M03C11.8",NA,NA,NA
"11002@C08","GHR-11002@C08","B0285.1","WBGene00007135","cdk-12","B0285.1, cdk-12, cdtl-7, CELE_B0285.1",NA,NA,NA
"11002@C09","GHR-11002@C09","C27C12.7","WBGene00001055","dpf-2","C27C12.7, dpf-2, CELE_C27C12.7",NA,NA,NA
"11002@C10","GHR-11002@C10","F36H12.3","WBGene00018119",NA,"F36H12.3, CELE_F36H12.3",NA,NA,NA
"11002@C11","GHR-11002@C11","T20G5.2","WBGene00000833","cts-1","T20G5.2, cts-1, CELE_T20G5.2",NA,NA,NA
"11002@C12","GHR-11002@C12","F55A12.7","WBGene00000150","apm-1","F55A12.7, apm-1, let-612, CELE_F55A12.7",NA,NA,NA
"11002@D02","GHR-11002@D02","D1007.7","WBGene00017004","nrd-1","D1007.7, nrd-1, CELE_D1007.7",NA,NA,NA
"11002@D03","GHR-11002@D03","Y37E11B.4","WBGene00006383","taf-2","Y37E11B.4, taf-2, CELE_Y37E11B.4",NA,NA,NA
"11002@D04","GHR-11002@D04","F02E9.4","WBGene00004117","sin-3","F02E9.4, sin-3, pqn-28, CELE_F02E9.4",NA,NA,NA
"11002@D05","GHR-11002@D05","R10E4.5","WBGene00011201","nth-1","R10E4.5, nth-1, nthl-1, CELE_R10E4.5",NA,NA,NA
"11002@D06","GHR-11002@D06","K06A5.7","WBGene00000386","cdc-25.1","K06A5.7, cdc-25.1, lin-60, CELE_K06A5.7","Emb",NA,"Emb"
"11002@D07","GHR-11002@D07","T02C1.1","WBGene00011365",NA,"T02C1.1, CELE_T02C1.1",NA,NA,NA
"11002@D08","GHR-11002@D08","K06H7.6","WBGene00000143","apc-2","K06H7.6, apc-2, CELE_K06H7.6",NA,NA,NA
"11002@D09","GHR-11002@D09","ZC155.3","WBGene00022531","morc-1","ZC155.3, morc-1, CELE_ZC155.3",NA,NA,NA
"11002@D10","GHR-11002@D10","Y110A7A.6","WBGene00022456","pfkb-1.1","Y110A7A.6, pfkb-1.1, CELE_Y110A7A.6",NA,NA,NA
"11002@D11","GHR-11002@D11","F01F1.9","WBGene00017163","dnpp-1","F01F1.9, dnpp-1, CELE_F01F1.9",NA,NA,NA
"11002@D12","GHR-11002@D12","R11H6.1","WBGene00003982","pes-9","R11H6.1, pes-9, CELE_R11H6.1",NA,NA,NA
"11002@E01","GHR-11002@E01","C53D5.6","WBGene00002077","imb-3","C53D5.6, imb-3, CELE_C53D5.6",NA,NA,NA
"11002@E03","GHR-11002@E03","F29D10.4","WBGene00002035","hum-1","F29D10.4, hum-1, CELE_F29D10.4",NA,NA,NA
"11002@E05","GHR-11002@E05","ZK637.11","WBGene00000388","cdc-25.3","ZK637.11, cdc-25.3, CELE_ZK637.11",NA,NA,NA
"11002@E06","GHR-11002@E06","R07E5.8","WBGene00000520","cku-80","R07E5.8, cku-80, CELE_R07E5.8",NA,NA,NA
"11002@E07","GHR-11002@E07","W06D4.5","WBGene00006503","snx-3","W06D4.5, snx-3, tag-157, CELE_W06D4.5",NA,NA,NA
"11002@E08","GHR-11002@E08","C43E11.2","WBGene00016602","mus-81","C43E11.2, mus-81, CELE_C43E11.2",NA,NA,NA
"11002@E09","GHR-11002@E09","F59B2.12","WBGene00010314",NA,"F59B2.12, CELE_F59B2.12",NA,NA,NA
"11002@E10","GHR-11002@E10","Y18D10A.19","WBGene00001427","fkb-2","Y18D10A.19, fkb-2, CELE_Y18D10A.19",NA,NA,NA
"11002@E11","GHR-11002@E11","C52E4.3","WBGene00004917","snr-4","C52E4.3, snr-4, CELE_C52E4.3",NA,NA,NA
"11002@E12","GHR-11002@E12","C50F4.13","WBGene00001909","his-35","C50F4.13, his-35, CELE_C50F4.13",NA,NA,NA
"11002@F01","GHR-11002@F01","ZK328.2","WBGene00001166","eftu-2","ZK328.2, eftu-2, eft-1, CELE_ZK328.2",NA,NA,NA
"11002@F03","GHR-11002@F03","ZC434.5","WBGene00001337","ears-1","ZC434.5, ears-1, qrs-3, ers-2, CELE_ZC434.5",NA,NA,NA
"11002@F05","GHR-11002@F05","Y47G6A.8","WBGene00000794","crn-1","Y47G6A.8, crn-1, CELE_Y47G6A.8",NA,NA,NA
"11002@F06","GHR-11002@F06","F57B10.6","WBGene00019004","xpg-1","F57B10.6, xpg-1, CELE_F57B10.6",NA,NA,NA
"11002@F07","GHR-11002@F07","K08H10.9","WBGene00010699","trpp-6","K08H10.9, trpp-6, CELE_K08H10.9",NA,NA,NA
"11002@F08","GHR-11002@F08","C36B1.5","WBGene00007972","prp-4","C36B1.5, prp-4, CELE_C36B1.5",NA,NA,NA
"11002@F09","GHR-11002@F09","T05H10.5","WBGene00006734","ufd-2","T05H10.5, ufd-2, CELE_T05H10.5",NA,NA,NA
"11002@F10","GHR-11002@F10","ZK287.5","WBGene00004320","rbx-1","ZK287.5, rbx-1, Ce-rbx-1, CELE_ZK287.5",NA,NA,NA
"11002@F11","GHR-11002@F11","F21C3.5","WBGene00009004","pfd-6","F21C3.5, pfd-6, CELE_F21C3.5",NA,NA,NA
"11002@F12","GHR-11002@F12","Y39B6A.3","WBGene00012666",NA,"Y39B6A.3, CELE_Y39B6A.3",NA,NA,NA
"11002@G01","GHR-11002@G01","R12C12.1","WBGene00020022",NA,"R12C12.1, CELE_R12C12.1",NA,NA,NA
"11002@G03","GHR-11002@G03","M110.4","WBGene00002066","ifg-1","M110.4, ifg-1, CELE_M110.4",NA,NA,NA
"11002@G05","GHR-11002@G05","T12A2.8","WBGene00020442","gen-1","T12A2.8, gen-1, CELE_T12A2.8",NA,NA,NA
"11002@G06","GHR-11002@G06","H26D21.2","WBGene00003418","msh-2","H26D21.2, msh-2, CELE_H26D21.2",NA,NA,NA
"11002@G07","GHR-11002@G07","F54H12.6","WBGene00018846","eef-1B.1","F54H12.6, eef-1B.1, CELE_F54H12.6",NA,NA,NA
"11002@G08","GHR-11002@G08","F11A3.2","WBGene00008670",NA,"F11A3.2, CELE_F11A3.2",NA,NA,NA
"11002@G09","GHR-11002@G09","F45H11.2","WBGene00003587","ned-8","F45H11.2, ned-8, CELE_F45H11.2",NA,NA,NA
"11002@G10","GHR-11002@G10","T26E3.4","WBGene00012037",NA,"T26E3.4, CELE_T26E3.4",NA,NA,NA
"11002@G11","GHR-11002@G11","F57A8.2","WBGene00010178","yif-1","F57A8.2, yif-1, CELE_F57A8.2",NA,NA,NA
"11002@H01","GHR-11002@H01","C41C4.4","WBGene00002147","ire-1","C41C4.4, ire-1, CELE_C41C4.4",NA,NA,NA
"11002@H02","GHR-11002@H02","T22B11.5","WBGene00020679","ogdh-1","T22B11.5, ogdh-1, CELE_T22B11.5",NA,NA,NA
"11002@H03","GHR-11002@H03","H43E16.1","WBGene00019273",NA,"H43E16.1, CELE_H43E16.1",NA,NA,NA
"11002@H05","GHR-11002@H05","R06C1.1","WBGene00001836","hda-3","R06C1.1, hda-3, CELE_R06C1.1",NA,NA,NA
"11002@H06","GHR-11002@H06","C24G6.3","WBGene00016060","mms-19","C24G6.3, mms-19, CELE_C24G6.3",NA,NA,NA
"11002@H07","GHR-11002@H07","F54F2.8","WBGene00004201","prx-19","F54F2.8, prx-19, CELE_F54F2.8",NA,NA,NA
"11002@H08","GHR-11002@H08","R01H10.1","WBGene00001002","div-1","R01H10.1, div-1, emb-16, ccd-1, CELE_R01H10.1","Emb",NA,"Emb"
"11002@H09","GHR-11002@H09","Y49E10.15","WBGene00004919","snr-6","Y49E10.15, snr-6, CELE_Y49E10.15",NA,NA,NA
"11002@H10","GHR-11002@H10","T07A5.2","WBGene00006785","unc-50","T07A5.2, unc-50, CELE_T07A5.2",NA,NA,NA
"11002@H11","GHR-11002@H11","F49H12.5","WBGene00018656",NA,"F49H12.5, CELE_F49H12.5",NA,NA,NA
"11003@A01","GHR-11003@A01","W09C5.1","WBGene00012351",NA,"W09C5.1, CELE_W09C5.1",NA,NA,NA
"11003@A02","GHR-11003@A02","F32B6.8","WBGene00009322","tbc-3","F32B6.8, tbc-3, CELE_F32B6.8",NA,NA,NA
"11003@A03","GHR-11003@A03","Y39B6A.2","WBGene00012665","pph-5","Y39B6A.2, pph-5, CELE_Y39B6A.2",NA,NA,NA
"11003@A04","GHR-11003@A04","F26E4.12","WBGene00009165","gpx-1","F26E4.12, gpx-1, CELE_F26E4.12",NA,NA,NA
"11003@A05","GHR-11003@A05","C43E11.9","WBGene00016607",NA,"C43E11.9, CELE_C43E11.9",NA,NA,NA
"11003@A06","GHR-11003@A06","C16A3.10","WBGene00015814",NA,"C16A3.10, CELE_C16A3.10",NA,NA,NA
"11003@A07","GHR-11003@A07","Y111B2A.8","WBGene00013732","aakg-1","Y111B2A.8, aakg-1, Y111B2A.j, CELE_Y111B2A.8",NA,NA,NA
"11003@A08","GHR-11003@A08","W07E6.1","WBGene00021073","nol-1","W07E6.1, nol-1, CELE_W07E6.1",NA,NA,NA
"11003@A09","GHR-11003@A09","Y37D8A.11","WBGene00012551","cec-7","Y37D8A.11, cec-7, CELE_Y37D8A.11",NA,NA,NA
"11003@A10","GHR-11003@A10","C35B1.2","WBGene00016432",NA,"C35B1.2, CELE_C35B1.2",NA,NA,NA
"11003@A11","GHR-11003@A11","R11E3.8","WBGene00001058","dpf-5","R11E3.8, dpf-5, CELE_R11E3.8",NA,NA,NA
"11003@A12","GHR-11003@A12","T02H6.1","WBGene00020171",NA,"T02H6.1, CELE_T02H6.1",NA,NA,NA
"11003@B01","GHR-11003@B01","C47E12.4","WBGene00008149","pyp-1","C47E12.4, pyp-1, CELE_C47E12.4",NA,NA,NA
"11003@B02","GHR-11003@B02","T07C4.1","WBGene00011559","umps-1","T07C4.1, umps-1, rad-6, CELE_T07C4.1",NA,NA,NA
"11003@B03","GHR-11003@B03","F59E12.5","WBGene00019121","npl-4.2","F59E12.5, npl-4.2, CELE_F59E12.5",NA,NA,NA
"11003@B04","GHR-11003@B04","R05H10.5","WBGene00011045","gpx-2","R05H10.5, gpx-2, CELE_R05H10.5",NA,NA,NA
"11003@B05","GHR-11003@B05","Y113G7A.9","WBGene00000940","dcs-1","Y113G7A.9, dcs-1, hsl-1, DcpS, CELE_Y113G7A.9",NA,NA,NA
"11003@B06","GHR-11003@B06","T07D1.2","WBGene00020301",NA,"T07D1.2, CELE_T07D1.2",NA,NA,NA
"11003@B07","GHR-11003@B07","F42C5.8","WBGene00004477","rps-8","F42C5.8, rps-8, CELE_F42C5.8",NA,NA,NA
"11003@B08","GHR-11003@B08","F57A10.3","WBGene00001813","haf-3","F57A10.3, haf-3, CELE_F57A10.3",NA,NA,NA
"11003@B09","GHR-11003@B09","K01C8.1","WBGene00010456",NA,"K01C8.1, CELE_K01C8.1",NA,NA,NA
"11003@B10","GHR-11003@B10","R08D7.3","WBGene00001227","eif-3.D","R08D7.3, eif-3.D, CELE_R08D7.3",NA,NA,NA
"11003@B11","GHR-11003@B11","W01C8.5","WBGene00020921",NA,"W01C8.5, XG314, CELE_W01C8.5",NA,NA,NA
"11003@B12","GHR-11003@B12","T22D1.4","WBGene00020683","ribo-1","T22D1.4, ribo-1, CELE_T22D1.4",NA,NA,NA
"11003@C01","GHR-11003@C01","K11H3.1","WBGene00010778","gpdh-2","K11H3.1, gpdh-2, CELE_K11H3.1",NA,NA,NA
"11003@C02","GHR-11003@C02","F25H2.5","WBGene00009119","ndk-1","F25H2.5, ndk-1, CELE_F25H2.5",NA,NA,NA
"11003@C03","GHR-11003@C03","F45G2.10","WBGene00009736",NA,"F45G2.10, CELE_F45G2.10",NA,NA,NA
"11003@C04","GHR-11003@C04","F19H6.1","WBGene00008956","nekl-3","F19H6.1, nekl-3, mlt-1, CELE_F19H6.1",NA,NA,NA
"11003@C05","GHR-11003@C05","K07D4.3","WBGene00004467","rpn-11","K07D4.3, rpn-11, CELE_K07D4.3",NA,NA,NA
"11003@C06","GHR-11003@C06","T05A12.2","WBGene00006608","tre-2","T05A12.2, tre-2, tre2, CELE_T05A12.2",NA,NA,NA
"11003@C07","GHR-11003@C07","F37C12.1","WBGene00018149",NA,"F37C12.1, CELE_F37C12.1",NA,NA,NA
"11003@C08","GHR-11003@C08","H19N07.4","WBGene00010408","mboa-2","H19N07.4, mboa-2, CELE_H19N07.4",NA,NA,NA
"11003@C09","GHR-11003@C09","F37C4.5","WBGene00018145",NA,"F37C4.5, CELE_F37C4.5",NA,NA,NA
"11003@C10","GHR-11003@C10","T12G3.1","WBGene00011737","sqst-1","T12G3.1, sqst-1, CELE_T12G3.1",NA,NA,NA
"11003@C11","GHR-11003@C11","C13B9.3","WBGene00015734","copd-1","C13B9.3, copd-1, phi-30, CELE_C13B9.3",NA,NA,NA
"11003@C12","GHR-11003@C12","T04H1.2","WBGene00011449",NA,"T04H1.2, CELE_T04H1.2",NA,NA,NA
"11003@D01","GHR-11003@D01","D1054.15","WBGene00006481","plrg-1","D1054.15, plrg-1, phi-13, tag-135, CELE_D1054.15",NA,NA,NA
"11003@D02","GHR-11003@D02","C47D2.2","WBGene00000391","cdd-1","C47D2.2, cdd-1, tag-17, CELE_C47D2.2",NA,NA,NA
"11003@D03","GHR-11003@D03","B0546.4","WBGene00015251",NA,"B0546.4, CELE_B0546.4",NA,NA,NA
"11003@D04","GHR-11003@D04","ZK1010.2","WBGene00014176",NA,"ZK1010.2, CELE_ZK1010.2",NA,NA,NA
"11003@D05","GHR-11003@D05","H38K22.2","WBGene00010428","dcn-1","H38K22.2, dcn-1, CELE_H38K22.2",NA,NA,NA
"11003@D06","GHR-11003@D06","D1054.3","WBGene00008371",NA,"D1054.3, CELE_D1054.3",NA,NA,NA
"11003@D07","GHR-11003@D07","Y75B8A.30","WBGene00004085","pph-4.1","Y75B8A.30, pph-4.1, CELE_Y75B8A.30",NA,NA,NA
"11003@D08","GHR-11003@D08","M110.1","WBGene00000652","col-76","M110.1, col-76, CELE_M110.1",NA,NA,NA
"11003@D09","GHR-11003@D09","C13G3.3","WBGene00007554","pptr-2","C13G3.3, pptr-2, CELE_C13G3.3",NA,NA,NA
"11003@D10","GHR-11003@D10","ZK1307.8","WBGene00014249",NA,"ZK1307.8, CELE_ZK1307.8",NA,NA,NA
"11003@D11","GHR-11003@D11","C23G10.4","WBGene00004459","rpn-2","C23G10.4, rpn-2, CELE_C23G10.4",NA,NA,NA
"11003@D12","GHR-11003@D12","Y60A3A.1","WBGene00006786","unc-51","Y60A3A.1, unc-51, frs-2, atg-1, CELE_Y60A3A.1",NA,NA,NA
"11003@E01","GHR-11003@E01","C07A9.2","WBGene00007400",NA,"C07A9.2, 3J784, CELE_C07A9.2",NA,NA,NA
"11003@E02","GHR-11003@E02","Y75B8A.14","WBGene00013550",NA,"Y75B8A.14, CELE_Y75B8A.14",NA,NA,NA
"11003@E03","GHR-11003@E03","F28H7.2","WBGene00009236",NA,"F28H7.2, CELE_F28H7.2",NA,NA,NA
"11003@E04","GHR-11003@E04","ZK1127.10","WBGene00022856","cth-2","ZK1127.10, cth-2, CELE_ZK1127.10",NA,NA,NA
"11003@E05","GHR-11003@E05","F19H8.3","WBGene00000188","arl-3","F19H8.3, arl-3, CELE_F19H8.3",NA,NA,NA
"11003@E06","GHR-11003@E06","C31C9.2","WBGene00007836",NA,"C31C9.2, CELE_C31C9.2",NA,NA,NA
"11003@E07","GHR-11003@E07","C34G6.7","WBGene00004109","stam-1","C34G6.7, stam-1, pqn-19, CELE_C34G6.7",NA,NA,NA
"11003@E08","GHR-11003@E08","F59C12.3","WBGene00019102",NA,"F59C12.3, CELE_F59C12.3",NA,NA,NA
"11003@E09","GHR-11003@E09","C36A4.9","WBGene00007969","acs-19","C36A4.9, acs-19, CELE_C36A4.9",NA,NA,NA
"11003@E10","GHR-11003@E10","F23B12.5","WBGene00009082","dlat-1","F23B12.5, dlat-1, CELE_F23B12.5",NA,NA,NA
"11003@E11","GHR-11003@E11","T03G11.4","WBGene00020197","mans-3","T03G11.4, mans-3, CELE_T03G11.4",NA,NA,NA
"11003@E12","GHR-11003@E12","F28B4.2","WBGene00017891","rgl-1","F28B4.2, rgl-1, CELE_F28B4.2",NA,NA,NA
"11003@F01","GHR-11003@F01","R151.9","WBGene00020112","pfd-5","R151.9, pfd-5, 3H288, CELE_R151.9",NA,NA,NA
"11003@F02","GHR-11003@F02","T27F7.3","WBGene00020868","eif-1","T27F7.3, eif-1, PIG-B, CELE_T27F7.3",NA,NA,NA
"11003@F03","GHR-11003@F03","ZC373.5","WBGene00013870",NA,"ZC373.5, CELE_ZC373.5",NA,NA,NA
"11003@F04","GHR-11003@F04","W10D9.4","WBGene00021132","nfyb-1","W10D9.4, nfyb-1, CELE_W10D9.4",NA,NA,NA
"11003@F05","GHR-11003@F05","Y57A10A.16","WBGene00013259","trpp-5","Y57A10A.16, trpp-5, CELE_Y57A10A.16",NA,NA,NA
"11003@F06","GHR-11003@F06","F30A10.3","WBGene00009262",NA,"F30A10.3, CELE_F30A10.3",NA,NA,NA
"11003@F07","GHR-11003@F07","Y71H2AM.23","WBGene00007000","tufm-1","Y71H2AM.23, tufm-1, EF-Tu1, Y71H2_378.a, CELE_Y71H2AM.23",NA,NA,NA
"11003@F08","GHR-11003@F08","K01C8.9","WBGene00003821","nst-1","K01C8.9, nst-1, CELE_K01C8.9",NA,NA,NA
"11003@F09","GHR-11003@F09","T07A9.9","WBGene00020297","nog-1","T07A9.9, nog-1, phi-58, CELE_T07A9.9",NA,NA,NA
"11003@F10","GHR-11003@F10","B0024.10","WBGene00007100",NA,"B0024.10, CELE_B0024.10",NA,NA,NA
"11003@F11","GHR-11003@F11","C09E8.1","WBGene00015644",NA,"C09E8.1, CELE_C09E8.1",NA,NA,NA
"11003@F12","GHR-11003@F12","C05C10.3","WBGene00007330",NA,"C05C10.3, CELE_C05C10.3",NA,NA,NA
"11003@G01","GHR-11003@G01","ZK945.2","WBGene00003928","pas-7","ZK945.2, pas-7, CELE_ZK945.2",NA,NA,NA
"11003@G02","GHR-11003@G02","T28D6.6","WBGene00012126",NA,"T28D6.6, CELE_T28D6.6",NA,NA,NA
"11003@G03","GHR-11003@G03","R151.2","WBGene00020107",NA,"R151.2, CELE_R151.2",NA,NA,NA
"11003@G04","GHR-11003@G04","ZC328.3","WBGene00022593",NA,"ZC328.3, CELE_ZC328.3",NA,NA,NA
"11003@G05","GHR-11003@G05","Y18D10A.9","WBGene00012479",NA,"Y18D10A.9, CELE_Y18D10A.9",NA,NA,NA
"11003@G06","GHR-11003@G06","Y62E10A.6","WBGene00013376",NA,"Y62E10A.6, Y62E10A.f, CELE_Y62E10A.6",NA,NA,NA
"11003@G07","GHR-11003@G07","Y71F9B.8","WBGene00022129","lron-11","Y71F9B.8, lron-11, 1D304, CELE_Y71F9B.8",NA,NA,NA
"11003@G08","GHR-11003@G08","R151.7","WBGene00020110","hsp-75","R151.7, hsp-75, CELE_R151.7",NA,NA,NA
"11003@G09","GHR-11003@G09","C07G3.9","WBGene00015577","ugt-64","C07G3.9, ugt-64, CELE_C07G3.9",NA,NA,NA
"11003@G10","GHR-11003@G10","ZK652.6","WBGene00022785",NA,"ZK652.6, CELE_ZK652.6",NA,NA,NA
"11003@G11","GHR-11003@G11","F42A6.9","WBGene00018330","elks-1","F42A6.9, elks-1, CELE_F42A6.9",NA,NA,NA
"11003@H01","GHR-11003@H01","R12E2.3","WBGene00004464","rpn-8","R12E2.3, rpn-8, CELE_R12E2.3",NA,NA,NA
"11003@H02","GHR-11003@H02","F13C5.2","WBGene00017423",NA,"F13C5.2, CELE_F13C5.2",NA,NA,NA
"11003@H04","GHR-11003@H04","C38C3.5","WBGene00006794","unc-60","C38C3.5, unc-60, unc-66, C38C3.f, CELE_C38C3.5",NA,NA,NA
"11003@H05","GHR-11003@H05","W04B5.5","WBGene00021022",NA,"W04B5.5, CELE_W04B5.5",NA,NA,NA
"11003@H06","GHR-11003@H06","F11H8.1","WBGene00004341","rfl-1","F11H8.1, rfl-1, uba-3, cyk-5, CELE_F11H8.1",NA,NA,NA
"11003@H07","GHR-11003@H07","F37C4.6","WBGene00018146",NA,"F37C4.6, CELE_F37C4.6",NA,NA,NA
"11003@H08","GHR-11003@H08","Y59A8A.3","WBGene00013340","tcc-1","Y59A8A.3, tcc-1, CELE_Y59A8A.3",NA,NA,NA
"11003@H09","GHR-11003@H09","Y110A7A.8","WBGene00022458","prp-31","Y110A7A.8, prp-31, phi-5, CELE_Y110A7A.8",NA,NA,NA
"11003@H10","GHR-11003@H10","K02F3.2","WBGene00019326",NA,"K02F3.2, CELE_K02F3.2",NA,NA,NA
"11003@H11","GHR-11003@H11","F35F11.1","WBGene00018064","cdc-73","F35F11.1, cdc-73, CELE_F35F11.1",NA,NA,NA
"11004@A01","GHR-11004@A01","B0511.8","WBGene00044321","mrps-30","B0511.8, mrps-30, tag-264, CELE_B0511.8",NA,NA,NA
"11004@A02","GHR-11004@A02","F46B6.7","WBGene00009772","ztf-7","F46B6.7, ztf-7, CELE_F46B6.7",NA,NA,NA
"11004@A03","GHR-11004@A03","M04B2.4","WBGene00010847",NA,"M04B2.4, CELE_M04B2.4",NA,NA,NA
"11004@A04","GHR-11004@A04","C02D5.1","WBGene00015335","acdh-6","C02D5.1, acdh-6, CELE_C02D5.1",NA,NA,NA
"11004@A05","GHR-11004@A05","K10F12.5","WBGene00019637",NA,"Suppressed, K10F12.5",NA,NA,NA
"11004@A06","GHR-11004@A06","R107.1","WBGene00003518","nac-2","R107.1, nac-2, nat-1, indy-3, CELE_R107.1",NA,NA,NA
"11004@A07","GHR-11004@A07","C06E8.4","WBGene00015543",NA,"Suppressed, C06E8.4",NA,NA,NA
"11004@A08","GHR-11004@A08","C40H1.3","WBGene00008039",NA,"C40H1.3, CELE_C40H1.3",NA,NA,NA
"11004@A09","GHR-11004@A09","C24H11.8","WBGene00006690","twk-39","C24H11.8, twk-39, CELE_C24H11.8",NA,NA,NA
"11004@A10","GHR-11004@A10","C29F9.13","WBGene00016227","nhr-280","C29F9.13, nhr-280, CELE_C29F9.13",NA,NA,NA
